"Grupao","Grupo","Familia","Especie","NomeComum","PrincipaisAmeacas"
"Flora","Angiospermas","Alstroemeriaceae","Alstroemeria penduliflora","-","mineraçao"
"Flora","Angiospermas","Alstroemeriaceae","Alstroemeria penduliflora","-","especies invasoras"
"Flora","Angiospermas","Alstroemeriaceae","Alstroemeria penduliflora","-","queimadas"
"Flora","Angiospermas","Amaranthaceae","Alternanthera decurrens","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Amaranthaceae","Alternanthera decurrens","-","distribuiçao restrita"
"Flora","Angiospermas","Amaranthaceae","Alternanthera hirtula","-","agropecuaria"
"Flora","Angiospermas","Amaranthaceae","Alternanthera hirtula","-","especies invasoras"
"Flora","Angiospermas","Amaranthaceae","Alternanthera januarensis","-","distribuiçao restrita"
"Flora","Angiospermas","Amaranthaceae","Alternanthera januarensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus campoi","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus dulceae","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus godinhorum","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus koikei","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus rotundatus","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus ruficollis","Besouro-tesoura","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Lucanidae","Altitatiayus trifurcatus","Besouro-tesoura","Turismo desordenado"
"Flora","Angiospermas","Poaceae","Altoparadisium chapadense","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Aves","Accipitridae","Amadonastur lacernulatus","Gavião-pombo-pequeno ","agropecuaria"
"Fauna","Aves","Accipitridae","Amadonastur lacernulatus","Gavião-pombo-pequeno ","expansão urbana"
"Flora","Angiospermas","Amaranthaceae","Amaranthus rosengurtii","-","agropecuaria"
"Flora","Angiospermas","Amaranthaceae","Amaranthus rosengurtii","-","especies invasoras"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","agropecuaria"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","caça/pesca/captura"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","extracao florestal"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","mudanças na dinamica das especies nativas"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","agropecuaria"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","expansão urbana"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","caça/pesca/captura"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","extracao florestal"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","agropecuaria"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","caça/pesca/captura"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","extracao florestal"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","Turismo desordenado"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","extraçao de madeira"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Répteis","Teiidae","Ameiva parecis","Calango","agropecuaria"
"Fauna","Répteis","Teiidae","Ameiva parecis","Calango","Produção de energia"
"Fauna","Répteis","Teiidae","Ameiva parecis","Calango","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Teiidae","Ameivula abaetensis","Lagartinho-de-abaeté","expansão urbana"
"Fauna","Répteis","Teiidae","Ameivula abaetensis","Lagartinho-de-abaeté","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Teiidae","Ameivula abaetensis","Lagartinho-de-abaeté","Turismo desordenado"
"Fauna","Répteis","Teiidae","Ameivula abaetensis","Lagartinho-de-abaeté","queimadas"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","expansão urbana"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","mineraçao"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","Produção de energia"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","Turismo desordenado"
"Fauna","Répteis","Teiidae","Ameivula nativo","Lagartinho-de-linhares","expansão urbana"
"Fauna","Répteis","Teiidae","Ameivula nativo","Lagartinho-de-linhares","mudanças na dinamica das especies nativas"
"Fauna","Répteis","Typhlopidae","Amerotyphlops amoipira","Cobra-cega-das-dunas","agropecuaria"
"Fauna","Répteis","Typhlopidae","Amerotyphlops amoipira","Cobra-cega-das-dunas","Produção de energia"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","Produção de energia"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Typhlopidae","Amerotyphlops yonenagae","Cobra-cega-do-são-francisco","agropecuaria"
"Fauna","Répteis","Typhlopidae","Amerotyphlops yonenagae","Cobra-cega-do-são-francisco","mineraçao"
"Fauna","Répteis","Amphisbanidae","Amphisbaena arda","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Amphisbaena arda","Cobra-de-duas-cabeças","extracao florestal"
"Fauna","Répteis","Amphisbanidae","Amphisbaena arda","Cobra-de-duas-cabeças","Produção de energia"
"Fauna","Répteis","Amphisbanidae","Amphisbaena arda","Cobra-de-duas-cabeças","Turismo desordenado"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","expansão urbana"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","extracao florestal"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","mineraçao"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","Produção de energia"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","Turismo desordenado"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","expansão urbana"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","mineraçao"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","mudanças na dinamica das especies nativas"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","transportes (terrestre/aereo/aquatico)"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","Turismo desordenado"
"Fauna","Répteis","Amphisbanidae","Amphisbaena supernumeraria","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Amphisbaena supernumeraria","Cobra-de-duas-cabeças","expansão urbana"
"Fauna","Répteis","Amphisbanidae","Amphisbaena supernumeraria","Cobra-de-duas-cabeças","mudanças na dinamica das especies nativas"
"Fauna","Répteis","Amphisbanidae","Amphisbaena uroxena","Cobra-de-duas-cabeças","agropecuaria"
"Fauna","Répteis","Amphisbanidae","Amphisbaena uroxena","Cobra-de-duas-cabeças","poluiçao"
"Fauna","Invertebrados Terrestres","Lampyridae","Amydetes bellorum","Vagalume","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Anablepsoides cearensis","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Anablepsoides cearensis","Peixe-anual","expansão urbana"
"Fauna","Invertebrados Terrestres","Buthidae","Ananteris infuscata","Escorpião","especies exoticas"
"Fauna","Invertebrados Terrestres","Buthidae","Ananteris infuscata","Escorpião","mineraçao"
"Flora","Angiospermas","Orchidaceae","Anathallis colnagoi","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","industrias"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","agropecuaria"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","extraçao de madeira"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","queimadas"
"Flora","Angiospermas","Orchidaceae","Anathallis pabstii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Anathallis tigridens","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Orchidaceae","Anathallis tigridens","-","coleta"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus cryptophthalmus","Cascudinho-de-caverna","agropecuaria"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus cryptophthalmus","Cascudinho-de-caverna","Turismo desordenado"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus formoso","Cascudo-cego","mineraçao"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus minutus","Desconhecido","agropecuaria"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus minutus","Desconhecido","expansão urbana"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus minutus","Desconhecido","mineraçao"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus minutus","Desconhecido","Produção de energia"
"Flora","Angiospermas","Rutaceae","Andreadoxa flava","-","baixa densidade"
"Flora","Angiospermas","Rutaceae","Andreadoxa flava","-","agropecuaria"
"Flora","Angiospermas","Poaceae","Andropogon glaucophyllus","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Anemiaceae","Anemia blechnoides","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Pteridófitas","Anemiaceae","Anemia blechnoides","-","poluiçao"
"Flora","Pteridófitas","Anemiaceae","Anemia dentata","-","vazio"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","mineraçao"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","agropecuaria"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","poluiçao"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","especies invasoras"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","agropecuaria"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","mineraçao"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","transportes (terrestre/aereo/aquatico)"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","coleta"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma mirabile","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Plantaginaceae","Angelonia alternifolia","-","agropecuaria"
"Flora","Angiospermas","Lauraceae","Aniba ferrea","-","extraçao de madeira"
"Flora","Angiospermas","Lauraceae","Aniba rosaeodora","Pau - rosa","extraçao de madeira"
"Flora","Angiospermas","Lauraceae","Aniba santalodora","-","extraçao de madeira"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","desenvolvimento e infraestrutura"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","agropecuaria"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","queimadas"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","expansão urbana"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","Turismo desordenado"
"Flora","Angiospermas","Annonaceae","Annona parviflora","Vaovír","extraçao de madeira"
"Flora","Angiospermas","Annonaceae","Annona parviflora","Vaovír","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Annona parviflora","Vaovír","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Annona parviflora","Vaovír","agropecuaria"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","expansão urbana"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","agropecuaria"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","barragens"
"Flora","Angiospermas","Annonaceae","Annona ubatubensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Annonaceae","Annona ubatubensis","-","desenvolvimento e infraestrutura"
"Fauna","Invertebrados Terrestres","Formicidae","Anochetus oriens","Formiga","agropecuaria"
"Fauna","Invertebrados Terrestres","Formicidae","Anochetus oriens","Formiga","expansão urbana"
"Fauna","Invertebrados Terrestres","Formicidae","Anochetus oriens","Formiga","poluiçao"
"Fauna","Aves","Psittacidae","Anodorhynchus leari","Arara-azul-de-lear","agropecuaria"
"Fauna","Aves","Psittacidae","Anodorhynchus leari","Arara-azul-de-lear","caça/pesca/captura"
"Fauna","Aves","Psittacidae","Anodorhynchus leari","Arara-azul-de-lear","mineraçao"
"Fauna","Aves","Psittacidae","Anodorhynchus leari","Arara-azul-de-lear","queimadas"
"Flora","Angiospermas","Poaceae","Anomochloa marantoidea","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Anteremanthus hatschbachii","-","extraçao de madeira"
"Flora","Angiospermas","Asteraceae","Anteremanthus hatschbachii","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Anteremanthus hatschbachii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Poaceae","Anthaenantiopsis fiebrigii","-","vazio"
"Flora","Angiospermas","Araceae","Anthurium jureianum","-","expansão urbana"
"Flora","Angiospermas","Araceae","Anthurium langsdorffii","-","vazio"
"Flora","Angiospermas","Araceae","Anthurium lucidum","-","Turismo desordenado"
"Flora","Angiospermas","Araceae","Anthurium lucidum","-","queimadas"
"Flora","Angiospermas","Araceae","Anthurium luschnathianum","-","expansão urbana"
"Flora","Angiospermas","Araceae","Anthurium radicans","-","vazio"
"Flora","Angiospermas","Araceae","Anthurium xanthophylloides","-","mineraçao"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","agropecuaria"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","queimadas"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","agropecuaria"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","expansão urbana"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","barragens"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","abastecimento/drenagem"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","queimadas"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","especies invasoras"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","expansão urbana"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","extraçao de madeira"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","agropecuaria"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Anfíbios","Hylidae","Aparasphenodon pomba","Perereca","agropecuaria"
"Fauna","Anfíbios","Hylidae","Aparasphenodon pomba","Perereca","expansão urbana"
"Fauna","Anfíbios","Hylidae","Aparasphenodon pomba","Perereca","industrias"
"Fauna","Anfíbios","Hylidae","Aparasphenodon pomba","Perereca","poluiçao"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon davisi","Peixe-rei","agropecuaria"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon vladii","Canivete","Produção de energia"
"Flora","Angiospermas","Acanthaceae","Aphelandra espirito-santensis","-","vazio"
"Flora","Angiospermas","Acanthaceae","Aphelandra margaritae","-","agropecuaria"
"Flora","Angiospermas","Acanthaceae","Aphelandra margaritae","-","plantaçao de madereiras"
"Flora","Angiospermas","Acanthaceae","Aphelandra maximiliana","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Continentais","Characidae","Aphyocheirodon hemigrammus","Lambari","poluiçao"
"Flora","Angiospermas","Poaceae","Apoclada simplex","-","coleta"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","agropecuaria"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","extracao florestal"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","mineraçao"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","barragens"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","abastecimento/drenagem"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","Produção de energia"
"Fauna","Répteis","Dipsadidae","Apostolepis gaboi","Cobra-rainha-das-dunas","Produção de energia"
"Fauna","Répteis","Dipsadidae","Apostolepis quirogai","Desconhecido","agropecuaria"
"Fauna","Répteis","Dipsadidae","Apostolepis serrana","Cobra-rainha-da-serra-do-roncador","agropecuaria"
"Fauna","Répteis","Dipsadidae","Apostolepis striata","Cobra-rainha-estriada","agropecuaria"
"Fauna","Peixes Continentais","Apteronotidae","Apteronotus acidops","Sarapó","expansão urbana"
"Fauna","Peixes Continentais","Apteronotidae","Apteronotus acidops","Sarapó","transportes (terrestre/aereo/aquatico)"
