"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Fauna","Aves","Accipitridae","Amadonastur lacernulatus","Gavião-pombo-pequeno ","SP"
"Flora","Angiospermas","Amaranthaceae","Amaranthus rosengurtii","-","RS"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","RS"
"Fauna","Aves","Psittacidae","Amazona pretrei","Papagaio-charão","SC"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","AL"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","BA"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","ES"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","MG"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","RJ"
"Fauna","Aves","Psittacidae","Amazona rhodocorytha","Chauá","SE"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","BA"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","ES"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","MG"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","PR"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","RJ"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","RS"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","SC"
"Fauna","Aves","Psittacidae","Amazona vinacea","Papagaio-de-peito-roxo","SP"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","AC"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","AM"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","RO"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","ES"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","RJ"
"Flora","Angiospermas","Fabaceae","Amburana acreana","cerejeira; cumaru de cheiro","MT"
"Fauna","Répteis","Teiidae","Ameiva parecis","Calango","MT"
"Fauna","Répteis","Teiidae","Ameiva parecis","Calango","RO"
"Fauna","Répteis","Teiidae","Ameivula abaetensis","Lagartinho-de-abaeté","SE"
"Fauna","Répteis","Teiidae","Ameivula littoralis","Lagarto-da-cauda-verde","RJ"
"Fauna","Répteis","Teiidae","Ameivula nativo","Lagartinho-de-linhares","BA"
"Fauna","Répteis","Teiidae","Ameivula nativo","Lagartinho-de-linhares","ES"
"Fauna","Répteis","Typhlopidae","Amerotyphlops amoipira","Cobra-cega-das-dunas","BA"
"Fauna","Répteis","Typhlopidae","Amerotyphlops amoipira","Cobra-cega-das-dunas","MG"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","AL"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","MA"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","PB"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","PE"
"Fauna","Répteis","Typhlopidae","Amerotyphlops paucisquamus","Desconhecido","RN"
"Fauna","Répteis","Typhlopidae","Amerotyphlops yonenagae","Cobra-cega-do-são-francisco","BA"
"Fauna","Répteis","Amphisbanidae","Amphisbaena arda","Cobra-de-duas-cabeças","BA"
"Fauna","Répteis","Amphisbanidae","Amphisbaena frontalis","Cobra-de-duas-cabeças","BA"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","BA"
"Fauna","Répteis","Amphisbanidae","Amphisbaena nigricauda","Cobra-de-duas-cabeças","ES"
"Fauna","Répteis","Amphisbanidae","Amphisbaena supernumeraria","Cobra-de-duas-cabeças","PE"
"Fauna","Répteis","Amphisbanidae","Amphisbaena uroxena","Cobra-de-duas-cabeças","BA"
"Fauna","Invertebrados Terrestres","Lampyridae","Amydetes bellorum","Vagalume","RJ"
"Fauna","Peixes Continentais","Rivulidae","Anablepsoides cearensis","Peixe-anual","CE"
"Fauna","Invertebrados Terrestres","Buthidae","Ananteris infuscata","Escorpião","MG"
"Flora","Angiospermas","Orchidaceae","Anathallis colnagoi","-","ES"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","ES"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","MG"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","RJ"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","SP"
"Flora","Angiospermas","Orchidaceae","Anathallis gehrtii","-","SC"
"Flora","Angiospermas","Orchidaceae","Anathallis pabstii","-","RJ"
"Flora","Angiospermas","Orchidaceae","Anathallis pabstii","-","PR"
"Flora","Angiospermas","Orchidaceae","Anathallis pabstii","-","SC"
"Flora","Angiospermas","Orchidaceae","Anathallis pabstii","-","RS"
"Flora","Angiospermas","Orchidaceae","Anathallis tigridens","-","ES"
"Flora","Angiospermas","Orchidaceae","Anathallis tigridens","-","RJ"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus cryptophthalmus","Cascudinho-de-caverna","GO"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus formoso","Cascudo-cego","MS"
"Fauna","Peixes Continentais","Loricariidae","Ancistrus minutus","Desconhecido","GO"
"Flora","Angiospermas","Rutaceae","Andreadoxa flava","-","BA"
"Flora","Angiospermas","Poaceae","Andropogon glaucophyllus","-","SP"
"Flora","Angiospermas","Poaceae","Andropogon glaucophyllus","-","PR"
"Flora","Angiospermas","Poaceae","Andropogon glaucophyllus","-","RS"
"Flora","Angiospermas","Poaceae","Andropogon glaucophyllus","-","SC"
"Flora","Pteridófitas","Anemiaceae","Anemia blechnoides","-","ES"
"Flora","Pteridófitas","Anemiaceae","Anemia blechnoides","-","RJ"
"Flora","Pteridófitas","Anemiaceae","Anemia blechnoides","-","MG"
"Flora","Pteridófitas","Anemiaceae","Anemia dentata","-","AL"
"Flora","Pteridófitas","Anemiaceae","Anemia dentata","-","BA"
"Flora","Pteridófitas","Anemiaceae","Anemia dentata","-","MG"
"Flora","Pteridófitas","Anemiaceae","Anemia dentata","-","PE"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","ES"
"Flora","Pteridófitas","Anemiaceae","Anemia gardneri","-","RJ"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","DF"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","GO"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","MS"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","MT"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","MG"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","SP"
"Flora","Pteridófitas","Anemiaceae","Anemia trichorhiza","-","PR"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","RO"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","TO"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","BA"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","MA"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","DF"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","GO"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","MS"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","MG"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","MT"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","RJ"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","SP"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma arvense","alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha","PR"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma mirabile","-","MA"
"Flora","Angiospermas","Bignoniaceae","Anemopaegma mirabile","-","PI"
"Flora","Angiospermas","Plantaginaceae","Angelonia alternifolia","-","GO"
"Flora","Angiospermas","Plantaginaceae","Angelonia alternifolia","-","TO"
"Flora","Angiospermas","Lauraceae","Aniba ferrea","-","AM"
"Flora","Angiospermas","Lauraceae","Aniba ferrea","-","AP"
"Flora","Angiospermas","Lauraceae","Aniba rosaeodora","Pau - rosa","AM"
"Flora","Angiospermas","Lauraceae","Aniba rosaeodora","Pau - rosa","AP"
"Flora","Angiospermas","Lauraceae","Aniba rosaeodora","Pau - rosa","PA"
"Flora","Angiospermas","Lauraceae","Aniba santalodora","-","AM"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","PR"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","RS"
"Flora","Angiospermas","Annonaceae","Annona maritima","-","SC"
"Flora","Angiospermas","Annonaceae","Annona parviflora","Vaovír","RJ"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","AL"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","PB"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","PE"
"Flora","Angiospermas","Annonaceae","Annona pickelii","Araticum","SE"
"Flora","Angiospermas","Annonaceae","Annona ubatubensis","-","SP"
"Fauna","Invertebrados Terrestres","Formicidae","Anochetus oriens","Formiga","BA"
"Fauna","Invertebrados Terrestres","Formicidae","Anochetus oriens","Formiga","ES"
"Fauna","Aves","Psittacidae","Anodorhynchus leari","Arara-azul-de-lear","BA"
"Flora","Angiospermas","Poaceae","Anomochloa marantoidea","-","BA"
"Flora","Angiospermas","Asteraceae","Anteremanthus hatschbachii","-","MG"
"Flora","Angiospermas","Poaceae","Anthaenantiopsis fiebrigii","-","DF"
"Flora","Angiospermas","Poaceae","Anthaenantiopsis fiebrigii","-","MG"
"Flora","Angiospermas","Araceae","Anthurium jureianum","-","SP"
"Flora","Angiospermas","Araceae","Anthurium langsdorffii","-","RJ"
"Flora","Angiospermas","Araceae","Anthurium langsdorffii","-","SP"
"Flora","Angiospermas","Araceae","Anthurium lucidum","-","RJ"
"Flora","Angiospermas","Araceae","Anthurium luschnathianum","-","RJ"
"Flora","Angiospermas","Araceae","Anthurium radicans","-","BA"
"Flora","Angiospermas","Araceae","Anthurium radicans","-","ES"
"Flora","Angiospermas","Araceae","Anthurium xanthophylloides","-","ES"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","ES"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","MG"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","PR"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","RJ"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","RS"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","SC"
"Fauna","Aves","Motacillidae","Anthus nattereri","Caminheiro-grande","SP"
"Fauna","Aves","Pipridae","Antilophia bokermanni","Soldadinho-do-araripe","CE"
"Flora","Angiospermas","Loasaceae","Aosa uleana","-","RJ"
"Fauna","Anfíbios","Hylidae","Aparasphenodon pomba","Perereca","MG"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon davisi","Peixe-rei","CE"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon davisi","Peixe-rei","PB"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon vladii","Canivete","PR"
"Fauna","Peixes Continentais","Parodontidae","Apareiodon vladii","Canivete","SP"
"Flora","Angiospermas","Acanthaceae","Aphelandra espirito-santensis","-","ES"
"Flora","Angiospermas","Acanthaceae","Aphelandra margaritae","-","ES"
"Flora","Angiospermas","Acanthaceae","Aphelandra maximiliana","-","ES"
"Fauna","Peixes Continentais","Characidae","Aphyocheirodon hemigrammus","Lambari","MS"
"Fauna","Peixes Continentais","Characidae","Aphyocheirodon hemigrammus","Lambari","PR"
"Fauna","Peixes Continentais","Characidae","Aphyocheirodon hemigrammus","Lambari","SP"
"Flora","Angiospermas","Poaceae","Apoclada simplex","-","SP"
"Flora","Angiospermas","Poaceae","Apoclada simplex","-","SC"
"Fauna","Répteis","Dipsadidae","Apostolepis arenaria","Cobra-rainha-do-são-francisco","BA"
"Fauna","Répteis","Dipsadidae","Apostolepis gaboi","Cobra-rainha-das-dunas","BA"
"Fauna","Répteis","Dipsadidae","Apostolepis quirogai","Desconhecido","RS"
"Fauna","Répteis","Dipsadidae","Apostolepis serrana","Cobra-rainha-da-serra-do-roncador","MT"
"Fauna","Répteis","Dipsadidae","Apostolepis striata","Cobra-rainha-estriada","MT"
"Fauna","Répteis","Dipsadidae","Apostolepis striata","Cobra-rainha-estriada","RO"
"Fauna","Peixes Continentais","Apteronotidae","Apteronotus acidops","Sarapó","MS"
"Fauna","Peixes Continentais","Apteronotidae","Apteronotus acidops","Sarapó","SP"
"Fauna","Peixes Continentais","Apteronotidae","Apteronotus lindalvae","Desconhecido","AM"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","AC"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","AM"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","PA"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","RO"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","TO"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","AL"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","BA"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","CE"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","MA"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","PB"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","PE"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","PI"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","RN"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","SE"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","DF"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","GO"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","MS"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","MT"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","ES"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","MG"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","SP"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","RJ"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","PR"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","RS"
"Flora","Angiospermas","Fabaceae","Apuleia leiocarpa","Grapia; Amarelão; Garapa; cumaru cetim; mitaroá","SC"
"Flora","Angiospermas","Fabaceae","Arachis villosa","-","RS"
"Flora","Angiospermas","Bromeliaceae","Araeococcus montanus","-","BA"
"Fauna","Aves","Psittacidae","Aratinga solstitialis","Jandaia-amarela","RR"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","MG"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","RJ"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","SP"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","PR"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","RS"
"Flora","Gimnospermas","Araucariaceae","Araucaria angustifolia","araucária; pinheiro-do-paraná; curi; pinheiro-brasileiro; pinho-do-paraná","SC"
"Fauna","Invertebrados Terrestres","Lycaenidae","Arawacus aethesa","Borboleta","BA"
"Fauna","Invertebrados Terrestres","Lycaenidae","Arawacus aethesa","Borboleta","ES"
"Fauna","Invertebrados Terrestres","Lycaenidae","Arawacus aethesa","Borboleta","MG"
"Fauna","Invertebrados Terrestres","Andrenidae","Arhysosage cactorum","Abelha","RS"
"Flora","Angiospermas","Poaceae","Aristida brasiliensis","-","MG"
"Flora","Angiospermas","Poaceae","Aristida brasiliensis","-","SP"
"Flora","Angiospermas","Poaceae","Aristida brasiliensis","-","SC"
"Flora","Angiospermas","Poaceae","Aristida constricta","-","RS"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia hypoglauca","-","ES"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia odora","calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro","BA"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia odora","calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro","ES"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia odora","calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro","MG"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia odora","calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro","RJ"
"Flora","Angiospermas","Aristolochiaceae","Aristolochia odora","calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro","SP"
"Fauna","Aves","Passerelidae","Arremonops conirostris","Tico-tico-cantor","RR"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites alambariensis","Colêmbolo","SP"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites amorimi","Colêmbolo","SP"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites botuveraensis","Colêmbolo","SC"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites gnaspinii","Colêmbolo","SP"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites heteroculatus","Colêmbolo","SP"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites lawrencei","Colêmbolo","SP"
"Fauna","Invertebrados Terrestres","Arrhopalitidae","Arrhopalites paranaensis","Colêmbolo","PR"
"Flora","Angiospermas","Cactaceae","Arrojadoa bahiensis","-","BA"
"Flora","Angiospermas","Cactaceae","Arrojadoa eriocaulis","-","BA"
"Flora","Angiospermas","Cactaceae","Arrojadoa eriocaulis","-","MG"
"Flora","Angiospermas","Cactaceae","Arthrocereus glaziovii","-","MG"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. magnus","-","MG"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. melanurus","-","MG"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. melanurus","-","SP"
"Flora","Angiospermas","Cactaceae","Arthrocereus melanurus subsp. odorus","-","MG"
"Flora","Angiospermas","Cactaceae","Arthrocereus rondonianus","-","MG"
"Flora","Angiospermas","Poaceae","Arthropogon xerachne","-","SP"
"Flora","Angiospermas","Poaceae","Arthropogon xerachne","-","PR"
"Flora","Angiospermas","Poaceae","Arundinella deppeana","-","MS"
"Flora","Angiospermas","Poaceae","Arundinella deppeana","-","SP"
"Flora","Angiospermas","Asteraceae","Aspilia almasensis","-","BA"
"Flora","Angiospermas","Asteraceae","Aspilia belo-horizontinae","-","MG"
"Flora","Angiospermas","Asteraceae","Aspilia caudata","-","MG"
"Flora","Angiospermas","Asteraceae","Aspilia cordifolia","-","MG"
